"","logFC","logCPM","PValue","symbol","name","entrez"
"ENSMUSG00000052305",-2.02263236582707,6.42615257281511,0.000458980289730397,"Hbb-b1","hemoglobin, beta adult major chain","15129"
"ENSMUSG00000052336",1.07606719429666,6.22959847138611,5.50877566514748e-12,"Cx3cr1","chemokine (C-X3-C motif) receptor 1","13051"
"ENSMUSG00000052384",1.44558047535551,3.74710543018375,1.4408929966665e-12,"Nrros","negative regulator of reactive oxygen species","224109"
"ENSMUSG00000052397",1.79650093484051,5.49449432047592,3.81890553891908e-36,"Ezr","ezrin","22350"
"ENSMUSG00000052631",1.56964209096275,0.937755970613765,8.67925492121563e-11,"Sh2d6","SH2 domain containing 6","71130"
"ENSMUSG00000052776",2.64426251350323,1.03667835816068,2.85504617294369e-12,"Oas1a","2'-5' oligoadenylate synthetase 1A","246730"
"ENSMUSG00000052837",2.00796428973398,5.07999175756323,1.11088063382635e-17,"Junb","jun B proto-oncogene","16477"
"ENSMUSG00000052942",1.71740721833305,2.42743624972474,7.96575630400587e-17,"Glis3","GLIS family zinc finger 3","226075"
"ENSMUSG00000053025",-1.00213119082015,6.73141751586898,5.68836082682629e-24,"Sv2b","synaptic vesicle glycoprotein 2 b","64176"
"ENSMUSG00000053113",3.24101476160138,3.25335299245402,2.5780985576834e-63,"Socs3","suppressor of cytokine signaling 3","12702"
"ENSMUSG00000053158",1.20496631757892,3.01602203638679,3.71290004675807e-11,"Fes","feline sarcoma oncogene","14159"
"ENSMUSG00000053175",2.88399611988545,1.7301100371723,1.02545879164127e-28,"Bcl3","B cell leukemia/lymphoma 3","12051"
"ENSMUSG00000053279",1.3018489296795,8.4981839397165,1.01703739290561e-25,"Aldh1a1","aldehyde dehydrogenase family 1, subfamily A1","11668"
"ENSMUSG00000053318",1.6135414399307,0.520156629228052,2.38729855318639e-06,"Slamf8","SLAM family member 8","74748"
"ENSMUSG00000053560",1.51847202787314,3.41105163615473,6.42365725186318e-07,"Ier2","immediate early response 2","15936"
"ENSMUSG00000053835",1.35372902645443,3.21096858829249,1.14231084246853e-05,"H2-T24","histocompatibility 2, T region locus 24","15042"
"ENSMUSG00000053931",1.28190092719811,7.88484716527458,8.22628908740669e-48,"Cnn3","calponin 3, acidic","71994"
"ENSMUSG00000054072",2.59303674361643,1.91595981269407,6.16055686356537e-05,"Iigp1","interferon inducible GTPase 1","60440"
"ENSMUSG00000054556",1.69314029578762,2.10960236617947,1.29897843806308e-18,NA,NA,NA
"ENSMUSG00000054626",1.97580042094964,0.510949313343577,1.41692246833414e-12,"Xlr","X-linked lymphocyte-regulated","22441"
"ENSMUSG00000055137",1.26427190204102,3.19562594726813,4.29870659669364e-17,"Sugct","succinyl-CoA glutarate-CoA transferase","192136"
"ENSMUSG00000055172",1.79842687856238,0.776734069140258,2.29121705689516e-08,"C1ra","complement component 1, r subcomponent A","50909"
"ENSMUSG00000055320",1.10250179271863,5.08898609825581,1.34479430484338e-16,"Tead1","TEA domain family member 1","21676"
"ENSMUSG00000055415",-1.43124538045408,3.02137866448819,6.46745105089565e-11,"Atp10b","ATPase, class V, type 10B","319767"
"ENSMUSG00000055541",1.37988480786302,4.32340253246905,7.78748509726106e-14,"Lair1","leukocyte-associated Ig-like receptor 1","52855"
"ENSMUSG00000056220",-1.26605975158579,4.65824750862666,4.06760135157948e-07,"Pla2g4a","phospholipase A2, group IVA (cytosolic, calcium-dependent)","18783"
"ENSMUSG00000056313",1.00928039812462,1.58499744537342,5.59357183515569e-06,"1810011O10Rik","RIKEN cDNA 1810011O10 gene","69068"
"ENSMUSG00000056328",2.28729649239964,1.67213094409492,0.0184821549323007,"Myh1","myosin, heavy polypeptide 1, skeletal muscle, adult","17879"
"ENSMUSG00000056423",-1.45647504872359,1.97508705898672,1.43630662727021e-06,"Uts2b","urotensin 2B","224065"
"ENSMUSG00000056501",1.45887477690459,2.69449807578149,7.1512576851384e-13,"Cebpb","CCAAT/enhancer binding protein (C/EBP), beta","12608"
"ENSMUSG00000056529",2.27366889692194,1.95229520430761,1.45102096080875e-29,"Ptafr","platelet-activating factor receptor","19204"
"ENSMUSG00000056666",1.07849959921123,4.66844190904637,8.5623602573869e-13,"Retsat","retinol saturase (all trans retinol 13,14 reductase)","67442"
"ENSMUSG00000056737",3.14178056706888,4.18675590193129,1.22595100908655e-54,"Capg","capping protein (actin filament), gelsolin-like","12332"
"ENSMUSG00000057003",-1.79451064753985,1.15746633481724,0.0283289781551481,"Myh4","myosin, heavy polypeptide 4, skeletal muscle","17884"
"ENSMUSG00000057191",3.20137230456608,1.00807282421088,5.99668981128748e-25,"AB124611","cDNA sequence AB124611","382062"
"ENSMUSG00000057378",-1.20196232175374,4.32706061375929,7.92881750445949e-08,"Ryr3","ryanodine receptor 3","20192"
"ENSMUSG00000057596",2.09872371391843,2.20451655845143,5.37083988624202e-08,"Trim30d","tripartite motif-containing 30D","209387"
"ENSMUSG00000057967",-1.16833861630217,2.38810298160531,4.58572616649411e-15,"Fgf18","fibroblast growth factor 18","14172"
"ENSMUSG00000058056",1.1151188385183,4.08627419171478,8.3650258473806e-17,"Palld","palladin, cytoskeletal associated protein","72333"
"ENSMUSG00000058070",-1.65777959962694,6.89733965556583,1.17025237501552e-16,"Eml1","echinoderm microtubule associated protein like 1","68519"
"ENSMUSG00000058099",1.11252790993235,2.73103945450686,1.14694623811708e-08,"Nfam1","Nfat activating molecule with ITAM motif 1","74039"
"ENSMUSG00000058258",-1.78632086742051,3.9584777854608,4.86848504866528e-16,"Idi1","isopentenyl-diphosphate delta isomerase","319554"
"ENSMUSG00000058454",-1.34582624239022,5.62057728154735,3.19745034374899e-15,"Dhcr7","7-dehydrocholesterol reductase","13360"
"ENSMUSG00000058669",-1.95937960639582,2.38997797027438,1.07433999429444e-06,"Nkx2-9","NK2 homeobox 9","18094"
"ENSMUSG00000058715",2.18077901961275,4.36726168562068,4.99693486703075e-43,"Fcer1g","Fc receptor, IgE, high affinity I, gamma polypeptide","14127"
"ENSMUSG00000058743",-2.22172372148991,3.36785868387903,3.16869328261139e-42,"Kcnj14","potassium inwardly-rectifying channel, subfamily J, member 14","211480"
"ENSMUSG00000059108",1.08088265055214,0.506088381348219,8.49512875877627e-05,"Ifitm6","interferon induced transmembrane protein 6","213002"
"ENSMUSG00000059327",1.40138254985195,2.64383240477501,6.15282119703421e-11,"Eda","ectodysplasin-A","13607"
"ENSMUSG00000059336",1.58803948868252,5.84892387239274,9.27015780511445e-52,"Slc14a1","solute carrier family 14 (urea transporter), member 1","108052"
"ENSMUSG00000059456",1.30525240801749,3.66826511103687,2.54798492066441e-21,"Ptk2b","PTK2 protein tyrosine kinase 2 beta","19229"
"ENSMUSG00000059498",1.99952596660137,4.49284219795873,2.58100913588059e-44,"Fcgr3","Fc receptor, IgG, low affinity III","14131"
"ENSMUSG00000059555",1.18648138507406,2.7866861373254,2.94607981067267e-15,"Tor4a","torsin family 4, member A","227612"
"ENSMUSG00000059588",1.12645169328476,4.20857975949568,9.75853220523089e-05,"Calcrl","calcitonin receptor-like","54598"
"ENSMUSG00000059743",-1.13698193762581,1.66609592240312,9.9965169112258e-09,"Fdps","farnesyl diphosphate synthetase","110196"
"ENSMUSG00000059751",-4.63217776880095,2.92153166945552,1.08830471468218e-05,NA,NA,NA
"ENSMUSG00000060257",-1.06616625532473,4.16318007854234,6.24866411875193e-14,"Scrt2","scratch family zinc finger 2","545474"
"ENSMUSG00000060284",-1.74914542822319,2.3282740508729,1.6155486183929e-09,"Sp7","Sp7 transcription factor 7","170574"
"ENSMUSG00000060371",-1.06996552234535,7.54765534280326,4.65894909454483e-18,"Caln1","calneuron 1","140904"
"ENSMUSG00000060519",1.55559980584361,4.6255761180265,1.40616379247386e-16,"Tor3a","torsin family 3, member A","30935"
"ENSMUSG00000060534",-1.278224219254,2.5276851851316,4.50187187737683e-06,"Dcc","deleted in colorectal carcinoma","13176"
"ENSMUSG00000060550",2.13644064370411,1.18252920543845,1.88411447008002e-08,"H2-Q7","histocompatibility 2, Q region locus 7","15018"
"ENSMUSG00000060591",1.10697539036915,1.91981151122683,2.37792917780775e-10,"Ifitm2","interferon induced transmembrane protein 2","80876"
"ENSMUSG00000060802",1.95214637912143,7.64966150599968,6.60288984069542e-55,"B2m","beta-2 microglobulin","12010"
"ENSMUSG00000061132",1.44186331072688,2.48732403739944,2.69951946008779e-13,"Blnk","B cell linker","17060"
"ENSMUSG00000061232",2.20168688358612,6.32052063621325,9.1907622046394e-29,"H2-K1","histocompatibility 2, K1, K region","14972"
"ENSMUSG00000061577",1.5941685861838,0.856179942433966,1.67353010109256e-08,"Adgrg5","adhesion G protein-coupled receptor G5","382045"
"ENSMUSG00000061718",1.25481720152035,5.69654015707551,6.46080449056555e-09,"Ppp1r1b","protein phosphatase 1, regulatory (inhibitor) subunit 1B","19049"
"ENSMUSG00000061740",1.78525274471592,6.99075369800704,6.26095210052490e-12,"Cyp2d22","cytochrome P450, family 2, subfamily d, polypeptide 22","56448"
"ENSMUSG00000062393",-1.08919055999444,3.9307835175907,6.88106314024412e-11,"Dgkk","diacylglycerol kinase kappa","331374"
"ENSMUSG00000062480",1.78050485208897,1.74890276168477,2.29165527836064e-23,"Acat3","acetyl-Coenzyme A acetyltransferase 3","224530"
"ENSMUSG00000062488",2.20837017702937,3.51493710525667,4.64000798229625e-11,"Ifit3b","interferon-induced protein with tetratricopeptide repeats 3B","667370"
"ENSMUSG00000062585",2.6611796367687,1.08384468684982,3.11319455917887e-35,"Cnr2","cannabinoid receptor 2 (macrophage)","12802"
"ENSMUSG00000062785",-1.04233033014024,8.44142286940933,4.21228228138729e-24,"Kcnc3","potassium voltage gated channel, Shaw-related subfamily, member 3","16504"
"ENSMUSG00000062991",-1.2120741048524,4.56643119459792,1.39556004822557e-24,"Nrg1","neuregulin 1","211323"
"ENSMUSG00000063193",3.68639055040975,0.552859692188988,8.57897058318042e-14,"Cd300lb","CD300 molecule like family member B","217304"
"ENSMUSG00000063234",1.8483632064719,1.11324932652351,6.31453683091036e-18,"Gpr84","G protein-coupled receptor 84","80910"
"ENSMUSG00000063268",1.13858328281259,2.51497261638425,1.236576682318e-05,"Parp10","poly (ADP-ribose) polymerase family, member 10","671535"
"ENSMUSG00000063286",1.28776374838945,2.48488038670104,7.35999667394727e-05,NA,NA,NA
"ENSMUSG00000063415",1.45781865811331,2.75652189854463,0.000459915553046121,"Cyp26b1","cytochrome P450, family 26, subfamily b, polypeptide 1","232174"
"ENSMUSG00000063594",-1.49322225322323,2.80169187008277,3.44437379020726e-10,"Gng8","guanine nucleotide binding protein (G protein), gamma 8","14709"
"ENSMUSG00000064023",1.64720044520271,1.18999288379335,2.24004222137636e-05,"Klk8","kallikrein related-peptidase 8","259277"
"ENSMUSG00000064215",1.17793530153881,5.82086533993141,1.87176051843942e-15,"Ifi27","interferon, alpha-inducible protein 27","52668"
"ENSMUSG00000064267",2.75765782637879,1.78559756687474,3.50116578606999e-24,"Hvcn1","hydrogen voltage-gated channel 1","74096"
"ENSMUSG00000065037",3.34563208211791,1.62558553637234,6.7212323197638e-25,"Rn7sk","RNA, 7SK, nuclear","19817"
"ENSMUSG00000066361",1.45279060880598,0.828154302707585,3.05372849066651e-06,"Serpina3c","serine (or cysteine) peptidase inhibitor, clade A, member 3C","16625"
"ENSMUSG00000066363",3.09452985884763,0.542150942638663,7.02354253774666e-12,"Serpina3f","serine (or cysteine) peptidase inhibitor, clade A, member 3F","238393"
"ENSMUSG00000066554",-1.59093403668578,6.52125149106877,8.24604162384471e-21,NA,NA,NA
"ENSMUSG00000066687",1.33994149711268,5.37517085529375,0.000693281746597512,"Zbtb16","zinc finger and BTB domain containing 16","235320"
"ENSMUSG00000066842",-1.00465878670892,2.56070174825041,2.36362084641681e-05,"Hmcn1","hemicentin 1","545370"
"ENSMUSG00000067203",2.03617408344096,1.0497182739716,1.02527001381218e-05,NA,NA,NA
"ENSMUSG00000067212",2.15617796264498,4.00668600724415,3.41118006069793e-17,"H2-T23","histocompatibility 2, T region locus 23","15040"
"ENSMUSG00000067586",1.19989457485611,3.44742739033503,1.17293278456754e-07,"S1pr3","sphingosine-1-phosphate receptor 3","13610"
"ENSMUSG00000068129",5.97955870186072,2.09117745534344,2.12063351778636e-73,"Cst7","cystatin F (leukocystatin)","13011"
"ENSMUSG00000068245",2.64568442283761,0.734254520930312,2.62812442980215e-12,"Phf11d","PHD finger protein 11D","219132"
"ENSMUSG00000068323",1.17991489022532,1.8743415220786,3.70261902944502e-08,"Slc4a5","solute carrier family 4, sodium bicarbonate cotransporter, member 5","232156"
"ENSMUSG00000068335",1.88676231552951,2.1958064107483,7.61340750310186e-22,"Dok1","docking protein 1","13448"
"ENSMUSG00000068373",-1.00237509377064,5.71531669095583,2.6451853383991e-16,"D430041D05Rik","RIKEN cDNA D430041D05 gene","241589"
"ENSMUSG00000068699",2.0663949109352,5.11045022855822,9.445268549443e-53,"Flnc","filamin C, gamma","68794"
"ENSMUSG00000068744",1.99776073526632,0.626462248450214,1.21112899030086e-13,"Psrc1","proline/serine-rich coiled-coil 1","56742"
"ENSMUSG00000068758",1.83053302393805,1.45848667379886,5.47187067613834e-17,"Il3ra","interleukin 3 receptor, alpha chain","16188"
"ENSMUSG00000068762",1.00150496796872,1.86972214756029,0.00464970468895726,"Gstm6","glutathione S-transferase, mu 6","14867"
"ENSMUSG00000068874",1.27120361861268,3.20235639643895,1.86169802311159e-16,"Selenbp1","selenium binding protein 1","20341"
"ENSMUSG00000069516",2.83361020724776,6.93177382615868,4.40626206890859e-28,"Lyz2","lysozyme 2","17105"
"ENSMUSG00000069793",2.54900883662389,1.40261515917254,1.20439218842301e-11,"Slfn9","schlafen 9","237886"
"ENSMUSG00000069833",1.05422481448671,6.04081448678767,8.23859900589535e-09,"Ahnak","AHNAK nucleoprotein (desmoyokin)","66395"
"ENSMUSG00000069874",1.33126958119363,2.22698778241753,1.19662216304921e-07,"Irgm2","immunity-related GTPase family M member 2","54396"
"ENSMUSG00000069919",-1.93721228695444,5.89101589464203,0.000700449185805124,"Hba-a1","hemoglobin alpha, adult chain 1","15122"
"ENSMUSG00000070327",1.0153025411365,4.77428993027068,0.000577840298660653,"Rnf213","ring finger protein 213","672511"
"ENSMUSG00000070337",1.74287733579283,2.89473890324896,4.46455455257462e-14,"Gpr179","G protein-coupled receptor 179","217143"
"ENSMUSG00000070348",1.07499399901875,5.51680840919033,4.0435594829511e-11,"Ccnd1","cyclin D1","12443"
"ENSMUSG00000070427",1.44084748950477,2.18954374925789,2.11550524652211e-14,"Il18bp","interleukin 18 binding protein","16068"
"ENSMUSG00000070532",1.51810444515734,3.96618061273124,1.54748006729213e-23,"Ccdc190","coiled-coil domain containing 190","78465"
"ENSMUSG00000070570",2.03483884770228,0.633847766142052,0.000901363371202453,"Slc17a7","solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 7","72961"
"ENSMUSG00000070823",-1.29917764482212,2.90202555313281,8.33778197582914e-07,"Gm1043","predicted gene 1043","381634"
"ENSMUSG00000070942",1.68592107903965,0.932061876779008,5.61603835854184e-08,"Il1rl2","interleukin 1 receptor-like 2","107527"
"ENSMUSG00000071068",3.37333287519583,1.40197070031681,8.69496227131352e-20,"Treml2","triggering receptor expressed on myeloid cells-like 2","328833"
"ENSMUSG00000071203",2.12452015211716,1.29933892429137,1.40787949460478e-14,"Naip5","NLR family, apoptosis inhibitory protein 5","17951"
"ENSMUSG00000071350",2.45057652067531,4.1287996644901,5.64777895371903e-12,"Setdb2","SET domain, bifurcated 2","239122"
"ENSMUSG00000071604",1.36755258918265,4.94229349781394,6.44930476996053e-19,"Fam189a2","family with sequence similarity 189, member A2","381217"
"ENSMUSG00000071637",2.82134346950158,4.54853276402099,7.60272268866186e-46,"Cebpd","CCAAT/enhancer binding protein (C/EBP), delta","12609"
"ENSMUSG00000071713",2.62707867357266,2.51889061470187,1.7194792507011e-42,"Csf2rb","colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage)","12983"
"ENSMUSG00000071714",2.50825949322625,1.62726612988017,3.17030668301162e-19,"Csf2rb2","colony stimulating factor 2 receptor, beta 2, low-affinity (granulocyte-macrophage)","12984"
"ENSMUSG00000071715",1.69176988405092,1.86172372874853,5.43966558335765e-15,"Ncf4","neutrophil cytosolic factor 4","17972"
"ENSMUSG00000072492",-1.00003341751478,0.781786080599959,1.60024224825158e-07,"Gm10364","glyceraldehyde-3-phosphate dehydrogenase pseudogene","100151693"
"ENSMUSG00000072620",3.02924695110912,2.43905793430955,2.81931748799659e-27,"Slfn2","schlafen 2","20556"
"ENSMUSG00000072647",-1.0644144438474,1.30777861172935,1.91167095160919e-06,"Adam1a","a disintegrin and metallopeptidase domain 1a","280668"
"ENSMUSG00000072812",-1.50213538769102,4.79612818992124,3.81579715822357e-09,NA,NA,NA
"ENSMUSG00000073402",1.6784895303295,3.28629949782278,6.75938436525994e-10,"Gm8909","predicted gene 8909","667977"
"ENSMUSG00000073403",2.05045428813839,1.65193368957289,3.07629358021702e-07,NA,NA,NA
"ENSMUSG00000073405",1.30836823610104,1.00043956811772,0.00482600834620152,NA,NA,NA
"ENSMUSG00000073409",3.0836049850989,1.79723875501389,2.93283188929607e-14,"H2-Q8","histocompatibility 2, Q region locus 8","15019"
"ENSMUSG00000073411",1.44851130216396,8.44181890203018,2.1505027555291e-13,"H2-D1","histocompatibility 2, D region locus 1","14964"
"ENSMUSG00000073418",3.1409426631575,7.46888419871159,3.23261211808366e-53,"C4b","complement component 4B (Chido blood group)","12268"
"ENSMUSG00000073421",1.22481920898443,2.28799919140938,1.37877538670879e-08,"H2-Ab1","histocompatibility 2, class II antigen A, beta 1","14961"
"ENSMUSG00000073489",4.11104840601166,1.24818420852582,8.87344678919079e-21,"Ifi204","interferon activated gene 204","15951"
"ENSMUSG00000073490",4.26297101520731,1.85835314632833,9.24405891586306e-29,"Ifi207","interferon activated gene 207","226691"
"ENSMUSG00000073538",-1.25077895538421,1.39358281998216,0.000143721652519657,NA,NA,NA
"ENSMUSG00000073910",-1.02103693614866,4.74980719547531,2.77385255247432e-05,"Mob3b","MOB kinase activator 3B","214944"
"ENSMUSG00000073940",-2.25717845125693,4.01533463483339,0.000219108224403538,"Hbb-b2","hemoglobin, beta adult minor chain","15130"
"ENSMUSG00000074151",2.19583906404723,1.97967537610847,3.35194178200165e-10,"Nlrc5","NLR family, CARD domain containing 5","434341"
"ENSMUSG00000074364",1.15182532707584,4.33805842172773,2.11289046142321e-16,"Ehd2","EH-domain containing 2","259300"
"ENSMUSG00000074385",-1.14214109896542,1.18649860518043,7.02679743636433e-08,"Gm10684","predicted gene 10684","100038468"
"ENSMUSG00000074466",1.06793132834801,3.15446880515126,2.80966872941958e-07,"Gm15417","predicted gene 15417","545539"
"ENSMUSG00000074575",-1.82153654946579,2.62119709244604,1.471035038101e-32,"Kcng1","potassium voltage-gated channel, subfamily G, member 1","241794"
"ENSMUSG00000074578",1.3118418319717,4.64947105968242,1.3994532281311e-13,NA,NA,NA
"ENSMUSG00000074622",1.03287590331269,4.26407857360311,1.49689172933365e-08,"Mafb","v-maf musculoaponeurotic fibrosarcoma oncogene family, protein B (avian)","16658"
"ENSMUSG00000074896",2.98585394663013,3.93633973706648,8.00776792360421e-13,"Ifit3","interferon-induced protein with tetratricopeptide repeats 3","15959"
"ENSMUSG00000074971",1.78907649427926,5.14348208513981,3.63247720540808e-16,"Fibin","fin bud initiation factor homolog (zebrafish)","67606"
"ENSMUSG00000075010",1.8167789480353,1.66207240147938,9.20455973699987e-08,"AW112010","expressed sequence AW112010","107350"
"ENSMUSG00000075217",1.0393996226388,4.8053446943102,5.63093645791837e-09,"4833423E24Rik","RIKEN cDNA 4833423E24 gene","228151"
"ENSMUSG00000075555",-1.7851990279717,1.95132445394553,8.3199194945779e-07,"Gm10863","predicted gene 10863","100041655"
"ENSMUSG00000075602",1.3055545618993,4.89896218826219,5.3905213971735e-08,"Ly6a","lymphocyte antigen 6 complex, locus A","110454"
"ENSMUSG00000076928",-1.23398818531079,1.24258557563698,0.000259865615413556,NA,NA,NA
"ENSMUSG00000078247",-1.07595483816623,1.66271239949525,2.43223998570437e-08,"Airn","antisense Igf2r RNA","104103"
"ENSMUSG00000078486",-1.18343333366983,1.7557167843504,4.56133581677075e-07,"Perm1","PPARGC1 and ESRR induced regulator, muscle 1","74183"
"ENSMUSG00000078607",1.07956509609923,1.40568759210173,8.79113477434547e-08,"1810010H24Rik","RIKEN cDNA 1810010H24 gene","69066"
"ENSMUSG00000078684",-1.1060690576961,1.58616572523655,1.65291651556558e-05,NA,NA,NA
"ENSMUSG00000078706",3.52587791923547,1.18921980598086,2.80588009504074e-05,NA,NA,NA
"ENSMUSG00000078853",1.63034199159067,2.84577372123759,1.49690747999596e-10,"Igtp","interferon gamma induced GTPase","16145"
"ENSMUSG00000078920",1.74143609383018,0.913908179794511,0.000324572640629315,"Ifi47","interferon gamma inducible protein 47","15953"
"ENSMUSG00000078945",2.2880934480511,2.0845435983278,7.93194045559822e-26,"Naip2","NLR family, apoptosis inhibitory protein 2","17948"
"ENSMUSG00000078963",-1.21837464249565,0.833341672324861,2.38732762820504e-08,"Hsbp1l1","heat shock factor binding protein 1-like 1","66255"
"ENSMUSG00000079012",4.23116643565976,2.19359929446047,4.15820279086699e-07,"Serpina3m","serine (or cysteine) peptidase inhibitor, clade A, member 3M","20717"
"ENSMUSG00000079014",5.51865752523127,1.30535205137078,5.67035472034961e-45,"Serpina3i","serine (or cysteine) peptidase inhibitor, clade A, member 3I","628900"
"ENSMUSG00000079017",2.97120575234853,2.16912911724653,8.16478229516997e-23,"Ifi27l2a","interferon, alpha-inducible protein 27 like 2A","76933"
"ENSMUSG00000079057",1.4428510888295,3.95609266885707,4.20873524818943e-25,"Cyp4v3","cytochrome P450, family 4, subfamily v, polypeptide 3","102294"
"ENSMUSG00000079110",1.2349740580216,4.05944299484684,2.17815043315182e-11,"Capn3","calpain 3","12335"
"ENSMUSG00000079293",5.14016120813098,3.68343808811908,2.14314374594576e-58,"Clec7a","C-type lectin domain family 7, member a","56644"
"ENSMUSG00000079419",3.98019970324431,2.50294070493007,2.55150683283633e-51,"Ms4a6c","membrane-spanning 4-domains, subfamily A, member 6C","73656"
"ENSMUSG00000079484",2.11737552386579,2.3988823564612,6.13044604478706e-12,"Phyhd1","phytanoyl-CoA dioxygenase domain containing 1","227696"
"ENSMUSG00000079491",1.24607844450756,1.74555637205772,0.014627995509311,"H2-T10","histocompatibility 2, T region locus 10","15024"
"ENSMUSG00000079547",1.48817820463836,1.00360532302224,3.30768925729058e-09,"H2-DMb1","histocompatibility 2, class II, locus Mb1","14999"
"ENSMUSG00000080778",-1.30253412577649,3.34525965751337,1.42089775013621e-06,NA,NA,NA
"ENSMUSG00000082192",-1.61243814624784,0.804495533027517,0.0281535859010575,NA,NA,NA
"ENSMUSG00000082319",1.88705697395702,1.46953147049416,8.94085442891881e-05,NA,NA,NA
"ENSMUSG00000082809",-1.17660659363282,3.03963890854513,0.0235354221164986,NA,NA,NA
"ENSMUSG00000085067",-1.5254826055147,2.05717792019052,3.59741777548976e-09,NA,NA,NA
"ENSMUSG00000085558",1.19263948253084,2.66722794614975,0.00796506085343135,NA,NA,NA
"ENSMUSG00000085795",1.01421768652777,4.6253037644299,1.47492025546355e-16,"Zfp703","zinc finger protein 703","353310"
"ENSMUSG00000085939",1.06876480813992,1.27779828015169,0.000402875242501192,NA,NA,NA
"ENSMUSG00000086350",-1.13922818477108,1.08130340548061,1.765198297559e-08,NA,NA,NA
"ENSMUSG00000086363",-1.21764997048829,2.07561285770766,7.9722720428155e-14,"A330102I10Rik","RIKEN cDNA A330102I10 gene","77920"
"ENSMUSG00000086368",-1.06075906017567,0.844379636450587,6.09689672670046e-08,NA,NA,NA
"ENSMUSG00000086496",-1.56692517136193,4.42681276122861,2.63271662521625e-14,"Gm14204","predicted gene 14204","100045469"
"ENSMUSG00000087088",-1.04748722556171,1.59089212319293,4.02614293080311e-07,NA,NA,NA
"ENSMUSG00000087478",-1.58030801636832,2.00499598471495,3.94637382908515e-08,"4930506C21Rik","RIKEN cDNA 4930506C21 gene","75060"
"ENSMUSG00000087620",-1.03427844933654,3.11021105161868,1.9511351561463e-11,"5330434G04Rik","RIKEN cDNA 5330434G04 gene","100043213"
"ENSMUSG00000090659",-1.10957861390327,1.39220079387349,1.91854611381559e-06,"Zfp493","zinc finger protein 493","72958"
"ENSMUSG00000090698",2.60028348378627,3.81812531144661,8.39436999105973e-08,"Apold1","apolipoprotein L domain containing 1","381823"
"ENSMUSG00000090877",-1.45687747214597,2.60182137071188,1.99063216730087e-07,"Hspa1b","heat shock protein 1B","15511"
"ENSMUSG00000091119",1.32842780582029,0.60315501392126,9.70389515707886e-07,"Ccdc152","coiled-coil domain containing 152","100039139"
"ENSMUSG00000091553",3.6307992103287,2.06149293354819,2.46143593265075e-29,NA,NA,NA
"ENSMUSG00000091649",2.99466119432413,0.62853022598796,3.09294706788406e-15,"Phf11b","PHD finger protein 11B","236451"
"ENSMUSG00000091705",1.53131123546205,1.95352908825951,3.83625997813605e-08,"H2-Q2","histocompatibility 2, Q region locus 2","15013"
"ENSMUSG00000091971",-1.53904089479818,0.940905782184175,6.78021562645523e-06,"Hspa1a","heat shock protein 1A","193740"
"ENSMUSG00000092242",-1.16231677816971,0.934577623250558,6.29128328101147e-06,NA,NA,NA
"ENSMUSG00000092375",-1.09690425871692,2.27348079783787,1.57516290112174e-07,NA,NA,NA
"ENSMUSG00000093880",-1.38525413955707,0.570993300800462,0.0372651412594434,NA,NA,NA
"ENSMUSG00000093930",-1.68191787450091,8.19901786915637,6.29023172126283e-17,"Hmgcs1","3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1","208715"
"ENSMUSG00000095115",1.05242986976354,4.08860072035205,6.57479043092568e-11,"Itpripl2","inositol 1,4,5-triphosphate receptor interacting protein-like 2","319622"
"ENSMUSG00000096727",1.64097413943399,1.80517198590154,2.0150482793121e-14,"Psmb9","proteasome (prosome, macropain) subunit, beta type 9 (large multifunctional peptidase 2)","16912"
"ENSMUSG00000096780",-1.03623151554191,3.08571060278806,8.36715362564201e-05,NA,NA,NA
"ENSMUSG00000096847",-1.11194975727808,5.91496689813715,7.34625484074682e-20,"Tmem151b","transmembrane protein 151B","210573"
"ENSMUSG00000096929",-1.06346627529493,3.56343489468323,0.00014160305553546,"A330023F24Rik","RIKEN cDNA A330023F24 gene","320977"
"ENSMUSG00000097343",-1.00345908040372,1.66782492763531,2.27571248937543e-06,NA,NA,NA
"ENSMUSG00000097415",1.65358028083942,3.64165631881482,3.28254515093295e-13,NA,NA,NA
"ENSMUSG00000097441",-1.56871180911162,1.91802846209733,2.21880399158198e-19,"Gm26633","predicted gene, 26633","102633600"
"ENSMUSG00000097462",1.01561771420917,1.89499359532594,6.65311365570795e-06,"9530026P05Rik","RIKEN cDNA 9530026P05 gene","330385"
"ENSMUSG00000097515",-1.17707349579518,2.97568797479965,5.37628099012936e-17,"1700040D17Rik","RIKEN cDNA 1700040D17 gene","76602"
"ENSMUSG00000097545",-1.38796384655282,4.95633094006229,1.13678956286002e-08,"Mir124a-1hg","Mir124-1 host gene (non-protein coding)","268755"
"ENSMUSG00000097596",-1.71343937558209,1.76292559055571,3.88142610579645e-14,NA,NA,NA
"ENSMUSG00000097767",-1.07930974414067,5.82108359313841,3.88747642943079e-06,"Miat","myocardial infarction associated transcript (non-protein coding)","330166"
"ENSMUSG00000097783",1.13983783169154,0.722312407353542,7.25490653833832e-05,NA,NA,NA
"ENSMUSG00000097794",-1.10666910982513,0.774742925904105,3.97661071772345e-07,NA,NA,NA
